id,type,properties-name,properties-bounds-0,properties-bounds-1,properties-bounds-2,properties-bounds-3,features-id,features-geometry-type,features-geometry-coordinates-0,features-geometry-coordinates-1,features-type,features-properties-id,features-properties-disbursementAmount,features-properties-title,features-properties-closingDate,features-properties-info,features-properties-commitmentAmount,features-properties-approvalDate,features-properties-locationName,features-properties-status,features-properties-sectors-0,features-properties-sectors-1
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3795,Point,187.44928,-13.77987,Feature,34285-013,7671846.25,EDUCATION SECTOR PROJECT II,2014-12-31,"The objective of the Project is to establish an equitable and effective education system that will enhance learning outcomes of young people for further study, work and adult life",8060000.0,2006-06-05,Fagaloa,Implementation,Education,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3796,Point,188.25,-13.91667,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Upolu,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3797,Point,188.2,-13.91667,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Tuamasaga,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3798,Point,188.24079,-13.85099,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Tanugamanono,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3799,Point,188.21921,-13.81528,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Mulinu'u Point,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3800,Point,188.23334,-13.83333,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Apia,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3801,Point,188.23361,-13.83539,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Togafuafua,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3802,Point,188.23554,-13.88739,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Vaimauga West,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3803,Point,188.22882,-13.83483,Feature,38183-013,24204610.71,POWER SECTOR EXPANSION PROJECT,2016-12-31,The Project supports the Government's overarching objective of providing sustainable and reliable electricity services to all consumers at cost-efficient prices,26610000.0,2007-12-11,Saleufi,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3804,Point,187.86667,-13.8,Feature,46384-001,10000000.0,PUBLIC SECTOR FINANCIAL MANAGEMENT PROGRAM,2015-12-31,The program is designed to improve the Government of Samoa’s (government) capacity in public financial management and to strengthen the country’s resilience to external shocks by supporting the…,14000000.0,2013-10-29,Samoa,Implementation,Public sector management,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3805,Point,188.25422,-13.91253,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Le-fale-o-le-fee,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3806,Point,187.62267,-13.75602,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Sili,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3807,Point,188.4171,-13.96741,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Vaipu,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3808,Point,188.20847,-13.82773,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Fuluasou River,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3809,Point,188.21667,-13.81667,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Faleata,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3810,Point,188.23661,-13.87406,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Vaoala,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3811,Point,188.24574,-13.87254,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Alaoa Water Treatment Plant,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3812,Point,188.22842,-13.88932,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Tiapapata,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3813,Point,188.18762,-14.00703,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Tafitoala,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3814,Point,188.02997,-13.93529,Feature,46044-002,0.0,RENEWABLE ENERGY DEVELOPMENT & POWER SECTOR REHABI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,10000000.0,2014-01-31,Faleaseela,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3815,Point,188.25422,-13.91253,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Le-fale-o-le-fee,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3816,Point,187.62267,-13.75602,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Sili,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3817,Point,188.4171,-13.96741,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Vaipu,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3818,Point,188.20847,-13.82773,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Fuluasou River,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3819,Point,188.21667,-13.81667,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Faleata,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3820,Point,188.23661,-13.87406,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Vaoala,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3821,Point,188.24574,-13.87254,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Alaoa Water Treatment Plant,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3822,Point,188.22842,-13.88932,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Tiapapata,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3823,Point,188.18762,-14.00703,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Tafitoala,Implementation,Energy,
WS,FeatureCollection,Samoa,187.21741783900012,-14.05282968499999,188.56230716200008,-13.46282317499994,3824,Point,188.02997,-13.93529,Feature,46044-002,0.0,RENEWABLE ENERGY DEV'L & POWER SECTOR REHABILITATI,2019-06-30,The impact of the project will be increased energy security. The outcome will be that customers within the project area have access to a higher share of electricity generated by hydropower,8210000.0,2014-01-31,Faleaseela,Implementation,Energy,
